study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,compaction_fraction,cs137_activity,cs137_activity_se,cs137_unit,excess_pb210_activity,excess_pb210_activity_se,total_pb210_activity,total_pb210_activity_se,pb210_unit,ra226_activity,ra226_activity_se,ra226_unit,delta_c13,be7_activity,be7_activity_se,be7_unit,age,age_min,age_max,age_se,depth_interval_notes,date
Schile-Beers_and_Megonigal_2017,Al Shalila,Al_Shalila_mangrove_3,single set of methods,15,30,1.483078980944686,0.004982163517955645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Al Shalila,Al_Shalila_mangrove_3,single set of methods,30,44,1.300655528016985,0.00937051730881052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Al Shalila,Al_Shalila_mangrove_4,single set of methods,0,7,0.5176561618792552,0.0647628107298267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Al Shalila,Al_Shalila_mangrove_4,single set of methods,100,200,1.1513999756215931,0.008494036673146308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Al Shalila,Al_Shalila_mangrove_4,single set of methods,30,50,1.4013437974900667,0.0052103582873017015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Al Shalila,Al_Shalila_mangrove_4,single set of methods,50,100,1.358699353948526,0.012240413700526637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Al Shalila,Al_Shalila_mangrove_4,single set of methods,7,30,1.3752833042146806,0.005026076125597268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Al Shalila,Al_Shalila_mangrove_5,single set of methods,0,9,0.5875456665723355,0.03544027079554729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Al Shalila,Al_Shalila_mangrove_5,single set of methods,100,200,1.1573228150023624,0.006844529876180818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Al Shalila,Al_Shalila_mangrove_5,single set of methods,30,50,1.516246881476995,0.006291142593145587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Al Shalila,Al_Shalila_mangrove_5,single set of methods,50,100,1.3740987363385269,0.007785679887139416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Al Shalila,Al_Shalila_mangrove_5,single set of methods,9,30,1.4937400918300707,0.0018961881395560987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Al Shalila,Al_Shalila_mangrove_6,single set of methods,0,7,0.5756999878107965,0.0251315004333758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Al Shalila,Al_Shalila_mangrove_6,single set of methods,100,200,1.1940444191631336,0.013416952341586299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Al Shalila,Al_Shalila_mangrove_6,single set of methods,30,50,1.4582030555454537,0.011502545660408127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Al Shalila,Al_Shalila_mangrove_6,single set of methods,50,100,1.3504073788154487,0.009005061313232652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Al Shalila,Al_Shalila_mangrove_6,single set of methods,7,30,1.5316462638669956,0.0011888832840829088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Bu Tinah Janoub,Bu_Tinah_Janoub_mangrove_1,single set of methods,0,15,0.7462777619769586,0.027487759415274607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Bu Tinah Janoub,Bu_Tinah_Janoub_mangrove_1,single set of methods,15,35,1.3255314534162168,0.00904578572834204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Bu Tinah Janoub,Bu_Tinah_Janoub_mangrove_2,single set of methods,0,15,1.0755876315477433,0.014019637243256255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Bu Tinah Janoub,Bu_Tinah_Janoub_mangrove_2,single set of methods,15,33,0.71784813294926475,0.013715587017621758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Bu Tinah Shamal,Bu_Tinah_Shamal_mangrove_3,single set of methods,0,15,0.15636295965231514,0.28492155473400305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Bu Tinah Shamal,Bu_Tinah_Shamal_mangrove_3,single set of methods,15,45,1.0317586201300488,0.03232087419891922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Bu Tinah Shamal,Bu_Tinah_Shamal_mangrove_6,single set of methods,0,15,0.17886974929923927,0.25030000496496124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Bu Tinah Shamal,Bu_Tinah_Shamal_mangrove_6,single set of methods,15,33,1.2674876274846756,0.018167092616468972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Eastern Mangrove,Eastern_Mangrove_mangrove_1,single set of methods,0,5,0.6372975173707995,0.03470473778231712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Eastern Mangrove,Eastern_Mangrove_mangrove_1,single set of methods,5,38,1.3669913290816034,0.004809541354050673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Eastern Mangrove,Eastern_Mangrove_mangrove_2,single set of methods,0,6,0.87421109260158,0.01951366204584417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Eastern Mangrove,Eastern_Mangrove_mangrove_2,single set of methods,6,36,1.4108203404992976,0.004791775465825036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Eastern Mangrove,Eastern_Mangrove_mangrove_3,single set of methods,0,5,0.5567469017923341,0.05567836489594592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Eastern Mangrove,Eastern_Mangrove_mangrove_3,single set of methods,5,33,1.3243468855400629,0.00845009178327551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Eastern Mangrove,Eastern_Mangrove_mangrove_4,single set of methods,0,7,0.3826154239977104,0.07390640121839491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Eastern Mangrove,Eastern_Mangrove_mangrove_4,single set of methods,7,33,1.1975981227915953,0.011011280501027301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Eastern Mangrove,Eastern_Mangrove_mangrove_5,single set of methods,0,10,0.1753160456707776,0.21741648678934594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Eastern Mangrove,Eastern_Mangrove_mangrove_5,single set of methods,10,32,1.2295814554477507,0.007438773750868783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Eastern Mangrove,Eastern_Mangrove_mangrove_6,single set of methods,0,12,0.19308456381308606,0.24258665377131539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Eastern Mangrove,Eastern_Mangrove_mangrove_6,single set of methods,12,37,1.1075709642038987,0.03459242788042783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_mangrove_1,single set of methods,0,15,1.1383697289839,0.009436568106235636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_mangrove_1,single set of methods,100,300,1.066111088538512,0.007619532732853642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_mangrove_1,single set of methods,15,30,1.4037129332423743,0.002860428327445259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_mangrove_1,single set of methods,30,50,1.3634376254531417,0.005742393839870079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_mangrove_1,single set of methods,50,100,1.1739067652685173,0.0064624026071194865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_mangrove_2,single set of methods,0,15,0.9452851651708141,0.009151394536637002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_mangrove_2,single set of methods,100,300,1.0862487424331284,0.007249077223440956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_mangrove_2,single set of methods,15,30,1.3456691073108331,0.006369394535736035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_mangrove_2,single set of methods,30,50,1.090987013937744,0.0048272345611905364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_mangrove_2,single set of methods,50,100,1.0909870139377442,0.007452893004178343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_mangrove_3,single set of methods,0,15,1.104017260575437,0.007143925327463787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_mangrove_3,single set of methods,100,300,1.211812937305442,0.005183972113499333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_mangrove_3,single set of methods,15,30,1.2307660233239046,0.002583213179104877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_mangrove_3,single set of methods,30,50,1.274595034741599,0.006376422668098556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_mangrove_3,single set of methods,50,100,1.3622530575769878,0.003101962100048752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_mangrove_4,single set of methods,0,15,1.1869370119062104,0.006866939516685662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_mangrove_4,single set of methods,100,300,1.357514786072372,0.005675635374730046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_mangrove_4,single set of methods,15,30,1.3918672544808353,0.002826513559057684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_mangrove_4,single set of methods,30,50,1.2153666409339037,0.0011533741392724117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_mangrove_4,single set of methods,50,100,1.2745950347415989,0.00797573544043102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_mangrove_5,single set of methods,0,15,1.2165512088100578,0.005300454252895346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_mangrove_5,single set of methods,100,300,1.321977749787755,0.010147233624668708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_mangrove_5,single set of methods,15,30,1.176275901020825,0.005016424567452127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_mangrove_5,single set of methods,30,50,1.2781487383700605,0.006103088425017731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_mangrove_5,single set of methods,50,100,1.285256145626984,0.004238523531373399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_mangrove_6,single set of methods,0,15,1.2070746658008265,0.01021430419202872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_mangrove_6,single set of methods,100,300,1.271041331113137,0.005730717171288067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_mangrove_6,single set of methods,15,30,1.3160549104069856,0.009304915716780488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_mangrove_6,single set of methods,30,50,1.211812937305442,0.0023406230356701487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_mangrove_6,single set of methods,50,100,1.0696647921669737,0.008060912390784818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Jubail Island East,Jubail_Island_East_mangrove_1,single set of methods,0,15,0.4525049286907907,0.06271352344830017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Jubail Island East,Jubail_Island_East_mangrove_1,single set of methods,15,30,1.1644302222592862,0.013323347775947703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Jubail Island East,Jubail_Island_East_mangrove_1,single set of methods,30,39,1.1348160253554385,0.012296280898315234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Jubail Island East,Jubail_Island_East_mangrove_2,single set of methods,0,15,0.6432203567515691,0.04628022737199565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Jubail Island East,Jubail_Island_East_mangrove_2,single set of methods,15,30,1.4783407094400702,0.009550632365984217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Jubail Island East,Jubail_Island_East_mangrove_2,single set of methods,30,40,1.5363845353716112,0.006241622642800433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Jubail Island East,Jubail_Island_East_mangrove_3,single set of methods,0,15,0.7368012189677272,0.0205191891712653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Jubail Island East,Jubail_Island_East_mangrove_3,single set of methods,15,30,1.246165405713905,0.010369333989491364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Jubail Island East,Jubail_Island_East_mangrove_3,single set of methods,30,39,1.3989746617377588,0.006160059113036631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Jubail Island East,Jubail_Island_East_mangrove_4,single set of methods,0,15,0.8990870180008119,0.018609926956310707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Jubail Island East,Jubail_Island_East_mangrove_4,single set of methods,15,30,1.385944415100066,0.009641529194677218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Jubail Island East,Jubail_Island_East_mangrove_4,single set of methods,30,45,1.3788370078431422,0.01559765466479977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Jubail Island East,Jubail_Island_East_mangrove_5,single set of methods,0,15,1.199967258543903,0.007401465066683652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Jubail Island East,Jubail_Island_East_mangrove_5,single set of methods,15,30,1.3444845394346792,0.010404579316682358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Jubail Island East,Jubail_Island_East_mangrove_5,single set of methods,30,40,1.2177357766862118,0.007700060847632795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Jubail Island East,Jubail_Island_East_mangrove_6,single set of methods,0,15,1.1727221973923634,0.015094601046138507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Jubail Island East,Jubail_Island_East_mangrove_6,single set of methods,15,30,0.8990870180008118,0.025467163425318774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Jubail Island East,Jubail_Island_East_mangrove_6,single set of methods,30,51,1.175091333144671,0.010344386885066932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Kalba East,Kalba_East_mangrove_1,single set of methods,0,15,0.6718720044617181,0.016818312266244625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Kalba East,Kalba_East_mangrove_1,single set of methods,100,204,0.9385293758823222,0.02045608483203038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Kalba East,Kalba_East_mangrove_1,single set of methods,15,30,0.9420150931557941,0.0203523316625735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Kalba East,Kalba_East_mangrove_1,single set of methods,30,50,1.0692437736375202,0.02419133246834498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Kalba East,Kalba_East_mangrove_1,single set of methods,50,100,1.427401223486763,0.0124741938114166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Kalba East,Kalba_East_mangrove_2,single set of methods,0,15,1.1354724018334874,0.012186923415035807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Kalba East,Kalba_East_mangrove_2,single set of methods,100,189,1.4047440612091955,0.008172004786838738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Kalba East,Kalba_East_mangrove_2,single set of methods,15,30,1.0370008888579048,0.015891198191836656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Kalba East,Kalba_East_mangrove_2,single set of methods,30,50,1.1773010091151506,0.013819658586776567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Kalba East,Kalba_East_mangrove_2,single set of methods,50,100,1.1145580981926555,0.01833082933676487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Kalba East,Kalba_East_mangrove_3,single set of methods,0,15,0.7781863813026126,0.01465920598845612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Kalba East,Kalba_East_mangrove_3,single set of methods,100,105,1.020443731808913,0.019878919447702512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Kalba East,Kalba_East_mangrove_3,single set of methods,15,30,0.9855865590741936,0.021289449808829016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
